Human,Microvessels 1,Microvessels 2,Microvessels 3,Whole brain 1,Whole brain 2,Whole brain 3
LOC100505795,0,0,0,0,0,0
PBX1,3104,1237,1076,2561,1445,1490
LOC105371521,0,0,0,0,0,0
LOC100422212,0,0,0,0,0,0
NUF2,0,0,0,18,0,1
LOC101928404,0,0,7,0,1,0
RGS5,38171,10880,33576,2306,684,2253
RGS4,2644,9,18,4251,177,286
LOC107985223,0,0,0,0,0,68
CCDC190,0,0,103,0,0,0
HSD17B7,200,0,0,24,107,21
DDR2,561,480,3389,396,490,1256
UAP1,680,121,4,155,55,351
LOC102724358,0,0,0,0,0,0
UHMK1,2516,317,2084,1834,370,1333
LOC105371497,0,0,0,0,0,0
LOC105373471,1,0,0,0,0,0
SH2D1B,0,0,0,3,0,0
C1orf226,129,193,0,4,308,0
C1orf111,0,0,0,0,0,0
MIR556,0,0,0,0,0,0
MIR4654,0,0,0,0,0,0
LOC105371475,0,0,0,0,0,0
NOS1AP,509,46,130,527,426,221
LOC107985450,0,0,0,0,0,0
OLFML2B,0,2,0,40,90,240
ATF6,464,537,776,491,447,651
LOC102724329,0,0,0,0,0,0
DUSP12,241,0,274,45,25,3
FCRLB,0,0,0,4,0,0
FCRLA,0,0,0,5,0,0
RPL31P11,0,0,0,0,0,0
FCGR2B,0,0,0,0,0,4
FCGR3B,0,0,177,0,0,1
TRL-CAA6-1,0,0,0,0,0,0
HSPA7,0,0,0,1,0,105
FCGR2C,0,0,3,0,0,161
FCGR3A,24,1,673,31,2,915
TRN-GTT1-1,0,0,0,0,0,0
TRG-TCC2-6,0,0,0,0,0,0
TRL-CAG1-6,0,0,0,0,0,0
HSPA6,5,0,0,13,0,0
TRG-GCC2-1,0,0,0,0,0,0
FCGR2A,215,3,360,61,2,594
LOC105371473,0,0,0,0,0,1
TRG-GCC4-1,0,0,0,0,0,0
TRL-CAG1-5,0,0,0,0,0,0
TRD-GTC2-5,0,0,0,0,0,0
TRG-TCC2-5,0,0,0,0,0,0
TRE-CTC1-5,0,0,0,0,0,0
TRG-GCC1-4,0,0,0,0,0,0
TRL-CAG1-4,0,0,0,0,0,0
TRD-GTC2-4,0,0,0,0,0,0
TRG-TCC2-4,0,0,0,0,0,0
TRE-CTC1-4,0,0,0,0,0,0
TRG-GCC1-3,0,0,0,0,0,0
TRL-CAG1-3,0,0,0,0,0,0
TRD-GTC2-3,0,0,0,0,0,0
TRG-TCC2-3,0,0,0,0,0,0
TRE-CTC1-3,0,0,0,0,0,0
TRG-GCC1-2,0,0,0,0,0,0
TRL-CAG1-2,0,0,0,0,0,0
TRD-GTC2-2,0,0,0,0,0,0
TRG-TCC2-2,0,0,0,0,0,0
TRE-CTC1-2,0,0,0,0,0,0
TRG-GCC1-1,0,0,0,0,0,0
TRL-CAG1-1,0,0,0,0,0,0
TRD-GTC2-1,0,0,0,0,0,0
TRG-TCC4-1,0,0,0,0,0,0
TRN-GTT2-2,0,0,0,0,0,0
TRE-TTC4-2,0,0,0,0,0,0
TRV-CAC1-1,0,0,0,0,0,0
CFAP126,0,0,135,0,0,0
SDHC,796,612,671,547,463,400
MPZ,3,0,29,34,35,0
LOC107985221,1,0,0,1,0,0
LOC105371472,129,0,0,0,0,28
PCP4L1,56,0,194,138,35,1
NR1I3,0,0,0,0,0,0
MIR5187,0,0,0,0,0,0
TOMM40L,71,6,1,206,83,140
APOA2,0,0,0,0,0,0
FCER1G,137,0,0,42,5,0
NDUFS2,182,113,803,484,145,301
ADAMTS4,16,1,591,147,207,276
B4GALT3,666,175,247,90,160,91
PPOX,0,1,2,15,30,144
USP21,209,24,4,102,275,183
UFC1,141,131,246,193,269,331
DEDD,844,204,473,345,278,389
NIT1,387,97,183,100,83,0
PFDN2,201,96,208,70,54,83
KLHDC9,114,0,19,70,50,0
LOC105371471,0,0,0,0,0,0
NECTIN4,0,0,0,3,0,0
ARHGAP30,1,138,701,43,13,196
USF1,231,0,5,95,145,10
TSTD1,36,0,0,12,0,0
F11R,623,213,1034,108,82,132
ITLN2,0,0,0,0,0,0
LOC101928372,0,0,0,0,0,0
ITLN1,0,0,0,0,0,0
CD244,0,0,0,0,2,0
LY9,0,0,0,0,0,0
LOC105371470,0,0,0,0,0,0
SLAMF7,0,0,0,0,11,0
CD48,0,0,0,0,104,0
LOC107985220,0,0,0,0,0,0
SLAMF1,0,0,211,0,0,1
CD84,110,4,503,35,8,517
LOC105371468,0,0,0,0,0,0
SLAMF6,0,0,0,0,0,0
LOC105371467,0,0,0,0,0,0
VANGL2,226,304,215,214,483,125
LOC105371466,0,0,0,0,9,0
NHLH1,0,0,0,13,0,0
NCSTN,676,998,971,575,816,217
SUMO1P3,1,1,1,0,0,6
COPA,1159,1263,1330,1289,1016,1379
LOC107985219,0,0,0,0,0,0
PEX19,1111,81,297,575,328,680
DCAF8,471,1026,1359,684,585,1004
PEA15,4525,2249,3041,3588,3460,2743
LOC729867,0,0,0,0,0,0
CASQ1,244,102,0,185,38,193
ATP1A4,0,137,0,1,2,16
ATP1A2,29148,28514,27294,13183,37607,11492
IGSF8,167,94,256,764,354,532
KCNJ9,884,219,224,2051,187,532
KCNJ10,1385,5117,500,2216,9216,892
PIGM,148,1,154,36,18,309
LINC01133,0,0,0,0,0,0
SLAMF9,0,0,0,1,0,0
IGSF9,0,0,0,0,11,0
TAGLN2,2186,463,4255,102,30,101
MIR4259,0,0,0,0,0,0
CFAP45,4,0,0,6,0,0
LOC107985216,98,22,261,30,238,59
VSIG8,0,0,0,0,8,0
C1orf204,0,0,12,37,7,0
SLAMF8,0,0,0,0,0,0
LOC107985217,0,0,0,0,0,0
FCRL6,0,0,0,0,0,0
LOC105371464,0,0,0,0,0,0
DUSP23,277,81,216,7,52,1
LOC101928264,0,0,27,0,0,0
CRP,0,0,11,0,0,0
APCS,0,0,0,0,0,0
LOC107985215,0,0,0,0,0,0
OR10J5,0,0,0,0,0,0
LOC105371462,0,0,0,0,1,0
OR10J1,1,0,0,0,0,0
OR10J3,0,0,0,0,0,0
FCER1A,0,0,5,0,0,0
ACKR1,2,0,928,41,2,11
CADM3-AS1,0,0,0,0,0,0
CADM3,999,99,1915,2938,448,2486
TRR-TCT4-1,0,0,0,0,0,0
AIM2,0,0,0,0,23,0
LOC105371461,0,0,0,0,0,0
POP3,0,0,0,0,0,0
IFI16,888,127,1074,185,149,1529
PYHIN1,0,0,0,0,0,9
MNDA,118,2,1,26,0,0
OR6N2,0,0,0,0,0,0
OR6K6,0,0,0,0,0,0
OR6N1,0,0,0,0,0,0
OR6K3,0,0,0,0,0,0
OR6K2,0,0,0,0,0,0
SPTA1,0,0,0,0,0,0
OR10Z1,0,0,0,0,0,0
OR10X1,0,0,0,0,0,0
OR6P1,0,0,0,0,0,0
OR6Y1,0,0,0,0,0,0
OR10R2,0,0,0,0,0,0
LOC107985213,0,0,0,0,0,0
OR10K1,0,0,0,0,0,0
LOC107985212,0,0,0,0,0,0
OR10K2,0,0,0,0,0,0
OR10T2,0,0,0,0,0,0
CD1E,1,0,0,0,0,0
CD1C,0,0,0,0,0,0
CD1B,0,0,0,0,0,0
CD1A,0,0,0,0,0,0
CD1D,9,0,0,0,0,0
LOC105371460,0,0,0,0,0,0
LOC646268,0,0,0,0,0,0
KIRREL,289,52,946,37,81,54
LOC105371459,0,0,0,0,0,0
LOC105371458,0,0,0,0,0,0
CD5L,0,0,0,0,0,0
FCRL1,0,0,0,0,0,0
FCRL2,0,0,0,0,0,0
FCRL3,0,0,0,0,0,0
LOC105371457,0,0,0,0,0,0
FCRL4,0,0,0,0,0,0
FCRL5,0,0,0,0,0,0
LOC101928202,0,1,0,0,0,0
LOC105371455,0,0,0,0,0,0
LOC105371456,0,0,0,0,0,0
LOC107985211,0,0,0,26,1,0
CYCSP52,0,0,0,0,0,0
ETV3,563,189,519,445,194,17
ETV3L,0,0,0,0,1,0
LOC102724222,0,0,0,0,0,0
MIR765,0,0,0,0,0,0
ARHGEF11,727,245,854,1133,435,830
LRRC71,0,7,3,0,0,0
PEAR1,403,242,717,2,55,125
INSRR,0,0,0,0,0,0
NTRK1,0,0,60,0,1,0
SH2D2A,0,0,0,0,0,0
PRCC,34,61,107,57,84,1
HDGF,1901,572,1524,831,1151,745
MRPL24,137,40,51,67,74,13
RRNAD1,103,145,349,59,45,6
ISG20L2,178,123,109,177,163,400
CRABP2,0,192,0,51,1,189
NES,1591,2787,3233,317,2654,204
BCAN,774,100,0,986,1176,327
LOC105371453,307,151,986,27,76,42
LOC101928177,0,0,0,0,0,0
HAPLN2,25,33,150,59,57,170
GPATCH4,495,102,316,275,380,8
NAXE,162,49,0,282,358,295
TTC24,0,0,0,0,0,0
IQGAP3,0,0,0,2,0,0
MEF2D,509,376,1148,1418,429,1072
MIR9-1,0,0,0,0,0,0
C1orf61,818,1455,333,381,2790,176
RHBG,0,0,0,0,2,0
TSACC,0,0,0,0,0,0
CCT3,682,615,832,481,249,658
VHLL,0,0,0,0,0,0
GLMP,18,18,136,51,2,133
TMEM79,40,0,0,8,0,0
SMG5,519,284,605,604,278,288
PAQR6,2007,1151,1332,1595,2612,2088
BGLAP,0,0,0,0,0,0
PMF1,75,3,230,23,1,0
PMF1-BGLAP,0,0,0,0,0,0
SLC25A44,927,577,403,898,564,347
SEMA4A,182,77,0,251,106,9
LMNA,652,811,2384,230,378,543
MEX3A,103,1,0,25,2,1
RAB25,0,0,0,0,0,0
LAMTOR2,0,6,20,35,35,1
UBQLN4,201,37,488,414,90,130
LOC105371729,0,0,0,0,0,0
SSR2,490,195,624,149,115,143
LOC107985208,0,0,0,0,0,0
LOC107985210,0,0,0,0,0,0
LOC107985209,0,0,11,0,0,0
MIR6738,0,0,0,0,0,0
ARHGEF2,605,367,1443,936,277,753
RXFP4,0,0,0,0,0,0
LOC107985207,0,0,0,0,0,0
SCARNA4,0,0,0,0,0,1
SNORA80E,0,0,0,4,0,0
KIAA0907,241,158,261,277,112,72
RIT1,115,178,62,83,220,135
SYT11,2708,2442,2601,5590,2877,4851
SCARNA26B,0,0,0,0,0,0
GON4L,366,497,650,572,692,368
MSTO2P,0,0,0,9,1,0
LOC100505728,0,0,0,0,1,0
DAP3,210,146,437,230,46,344
SCARNA26A,0,0,0,0,0,0
YY1AP1,455,0,75,331,298,258
MSTO1,2,0,0,3,94,5
LOC105371452,0,0,0,0,0,0
ASH1L-AS1,0,0,0,2,0,0
POU5F1P4,0,0,0,0,0,0
MIR555,0,0,0,0,0,0
ASH1L,2331,1772,2598,3486,2512,2202
RUSC1,263,26,468,569,151,151
RUSC1-AS1,0,0,0,0,3,0
FDPS,477,224,519,146,425,290
PKLR,0,0,0,0,0,0
HCN3,0,0,0,0,0,0
CLK2,18,107,0,108,164,4
SCAMP3,45,170,110,66,3,2
FAM189B,1,0,1,52,0,2
GBA,7,0,482,22,14,0
GBAP1,0,0,0,28,0,0
MTX1,0,1,0,15,121,0
LOC105371450,2,48,4,52,513,263
THBS3,5,120,212,67,5,128
MIR92B,0,0,0,4,0,0
MUC1,0,1,449,0,0,110
TRIM46,141,0,0,92,8,126
KRTCAP2,127,2,361,83,76,3
DPM3,36,0,125,80,7,12
SLC50A1,191,52,95,53,1,2
EFNA1,528,22,136,51,1,54
EFNA3,31,1,0,64,108,8
EFNA4,0,0,0,1,0,0
ADAM15,174,40,483,97,46,79
LOC100505666,0,0,109,0,1,0
DCST1,0,0,0,0,1,0
DCST2,0,1,0,0,0,0
ZBTB7B,90,18,249,128,63,212
LENEP,0,0,0,0,0,0
FLAD1,0,2,2,65,11,30
MIR4258,0,0,0,0,0,0
CKS1B,1,3,2,0,0,0
SHC1,503,113,2035,240,480,394
LOC101928120,0,0,0,0,0,0
PYGO2,207,2,5,146,495,36
PBXIP1,558,2951,1766,756,4084,1738
PMVK,365,100,53,213,310,174
LOC105371449,0,0,0,11,0,0
KCNN3,71,281,603,674,916,1221
ADAR,2652,1763,1844,2286,1033,526
CHRNB2,1,0,1,318,144,112
LOC107985206,0,0,0,10,0,0
UBE2Q1-AS1,0,0,0,0,0,0
UBE2Q1,1051,162,318,524,132,158
TDRD10,0,5,109,0,5,0
SHE,831,198,1165,70,10,19
IL6R,824,185,212,193,6,168
ATP8B2,596,179,682,381,151,302
AQP10,0,0,0,0,0,0
HAX1,208,38,437,126,2,4
UBAP2L,1090,580,863,1199,1031,1115
C1orf43,1172,56,644,784,296,526
C1orf189,0,0,0,0,0,0
MIR190B,0,0,0,0,0,0
TPM3,2193,706,2968,1649,888,2056
MIR5698,0,0,0,0,0,0
NUP210L,1,12,121,0,0,0
RPS27,326,98,485,93,60,285
RAB13,844,685,1467,90,558,733
JTB,82,123,509,270,117,2
CREB3L4,8,0,81,34,0,161
MIR6737,0,0,0,0,0,0
SLC39A1,635,163,718,196,148,315
CRTC2,199,16,330,188,336,80
DENND4B,334,83,495,572,198,552
LOC101928059,0,0,0,0,0,7
GATAD2B,225,167,38,157,77,40
LOC105371448,0,0,0,0,0,0
LOC343052,0,0,0,0,0,0
SLC27A3,0,146,0,31,116,21
INTS3,725,336,234,219,389,264
MIR8083,0,0,0,0,0,0
NPR1,52,70,333,3,305,1
TRX-CAT1-1,0,0,0,0,0,0
ILF2,293,256,460,206,356,475
SNAPIN,21,2,299,33,37,13
CHTOP,783,55,382,637,405,1039
S100A1,485,9,138,395,123,75
S100A13,91,105,205,55,184,52
S100A14,0,0,0,0,1,0
S100A16,410,481,294,112,256,213
S100A2,0,0,0,0,0,115
S100A3,0,0,0,0,0,0
LOC101928034,0,0,0,0,0,0
S100A4,0,0,0,0,0,0
S100A5,0,0,0,0,0,0
S100A6,18,0,194,62,4,148
S100A7,0,0,0,0,0,0
S100A7L2,0,0,0,0,0,0
S100A7A,0,0,0,0,0,0
S100A8,1,0,0,0,0,71
S100A12,0,0,0,0,0,0
S100A9,23,21,0,1,0,0
PGLYRP4,0,0,0,0,0,0
PGLYRP3,0,0,0,0,0,0
LOR,0,0,0,0,0,0
PRR9,0,0,0,0,0,0
LELP1,0,0,0,0,0,0
LOC101928009,0,0,0,1,0,0
SPRR2G,0,0,0,0,0,0
SPRR2C,0,0,0,0,0,0
SPRR2F,0,0,0,0,0,0
SPRR2E,0,0,0,0,0,0
SPRR2B,0,0,0,0,0,0
SPRR2A,0,0,0,0,0,0
SPRR2D,0,0,0,0,0,0
SPRR1B,0,0,0,0,0,0
LOC105371446,0,0,0,1,0,0
SPRR3,0,0,0,0,0,0
SPRR1A,0,0,0,0,0,0
SPRR4,0,0,0,0,0,0
LINC01527,0,0,0,0,0,0
IVL,0,0,0,0,0,0
SMCP,0,0,0,0,0,0
LOC105371445,0,0,0,0,0,0
LOC105371444,0,0,0,0,0,0
LCE6A,0,0,0,0,0,0
LCE1A,0,0,0,0,0,0
LCE1B,0,0,0,0,0,0
LCE1C,0,0,0,0,0,0
LCE1D,0,0,0,0,0,0
LCE1E,0,0,0,0,0,0
LCE1F,0,0,0,0,0,0
KPRP,0,63,0,0,0,0
C1orf68,0,0,0,0,0,0
LCE4A,0,0,0,0,0,0
LCE2A,0,0,0,0,0,0
LCE2B,0,0,0,0,0,0
LCE2C,0,0,0,0,0,0
LCE2D,0,0,0,0,0,0
LINC00302,0,0,0,0,0,0
LCE3A,0,0,0,0,0,0
LCE3B,0,0,0,0,0,0
LCE3C,0,0,0,0,0,0
LCE3D,0,0,0,0,0,0
LCE3E,0,0,0,0,0,0
CRCT1,0,0,0,0,0,0
LCE5A,0,0,0,0,0,0
CRNN,0,0,0,0,0,0
FLG2,0,0,0,9,0,0
FLG-AS1,134,0,0,31,0,0
FLG,0,0,0,1,0,0
HRNR,0,0,0,0,0,0
RPTN,0,0,0,0,0,0
TCHH,23,0,0,36,5,0
TCHHL1,0,0,0,0,0,1
LOC100131107,0,0,0,0,0,0
LOC101927949,0,0,0,0,0,0
S100A11,0,0,210,16,0,234
NBPF18P,0,0,0,0,0,0
LOC105371442,0,0,0,0,0,0
LOC105371441,0,0,0,0,0,0
S100A10,310,72,1389,0,55,2303
THEM4,10,23,3,84,153,375
THEM5,0,0,0,0,0,0
LOC100132111,70,4,3,48,2,0
C2CD4D,0,0,0,0,0,0
RORC,0,0,0,0,2,0
LINGO4,0,0,0,0,0,0
TDRKH,215,11,11,156,229,210
OAZ3,0,0,151,0,0,0
MRPL9,107,68,166,37,6,57
RIIAD1,0,0,0,0,0,0
CELF3,173,113,22,633,342,215
SNX27,1019,721,880,2135,1888,1419
MIR554,0,0,0,0,0,0
TUFT1,40,0,0,118,14,0
CGN,56,4,31,75,191,2
POGZ,751,884,1096,1145,1225,954
PSMB4,282,187,696,458,257,6
SELENBP1,205,164,180,92,150,126
GBAT2,0,3,0,0,3,0
RFX5,273,246,583,236,319,418
PI4KB,712,518,369,382,432,493
ZNF687,174,289,324,85,60,270
LOC100507670,0,0,0,0,0,0
PSMD4,364,62,198,473,121,46
LOC107985205,0,0,0,0,0,0
PIP5K1A,394,200,600,364,389,547
VPS72,74,5,19,86,99,0
TMOD4,0,0,0,0,0,0
SCNM1,0,0,0,0,0,0
TNFAIP8L2,0,0,0,16,26,2
TNFAIP8L2-SCNM1,0,0,0,0,0,0
LYSMD1,0,0,147,96,20,13
SEMA6C,45,0,219,140,110,209
GABPB2,47,0,338,188,230,10
MLLT11,706,82,2,1519,33,177
CDC42SE1,343,206,860,299,289,470
C1orf56,0,0,0,34,7,0
BNIPL,0,0,0,0,58,0
PRUNE,290,189,24,72,9,1
FAM63A,272,48,301,58,82,56
ANXA9,0,0,0,0,0,0
LOC105371438,0,0,0,0,0,0
CERS2,1055,271,1460,230,92,1035
SETDB1,138,328,91,144,170,268
LOC107985204,0,0,0,0,0,0
LOC100996521,0,0,0,0,0,0
ARNT,506,219,948,304,284,616
CTSK,0,218,0,17,5,201
CTSS,5,0,81,41,12,266
HORMAD1,0,0,0,0,0,0
GOLPH3L,157,119,195,189,72,91
ENSA,2334,913,1101,2360,1357,906
LOC107985203,1,0,1,4,42,0
MCL1,4127,4496,6466,1147,2403,1978
ADAMTSL4-AS1,1,0,110,6,0,0
MIR4257,0,0,0,0,0,0
LOC107983947,0,0,0,0,0,0
ADAMTSL4,0,0,155,0,0,0
LOC100289061,2,9,98,1,44,9
FALEC,0,0,0,0,0,0
ECM1,280,72,19,28,24,0
MIR6878,0,0,0,0,0,0
TARS2,340,124,0,113,75,28
RPRD2,1098,452,727,776,364,822
PRPF3,698,303,394,124,805,53
MRPS21,320,217,89,313,128,99
LOC105371434,0,0,0,0,0,0
CIART,50,1,0,121,69,160
C1orf54,346,3,0,25,10,0
APH1A,608,751,694,223,511,367
CA14,0,0,0,30,0,0
ANP32E,1172,613,1800,1259,1367,1221
LOC105371433,0,0,0,13,0,0
PLEKHO1,339,0,463,328,183,231
VPS45,621,2,109,280,342,290
LOC105371427,4,0,65,0,0,0
OTUD7B,273,1312,162,657,1353,1919
MTMR11,6,8,274,78,191,83
SF3B4,2,312,3,137,80,73
SV2A,627,22,104,2016,1026,404
BOLA1,0,4,136,28,123,28
HIST2H2AB,0,0,0,0,0,0
HIST2H2AC,95,204,102,4,22,0
HIST2H2BE,68,105,597,53,100,185
HIST2H4B,0,0,0,0,0,0
HIST2H3A,0,0,0,0,0,0
HIST2H2AA4,0,0,0,0,0,0
HIST2H2BC,70,0,0,0,0,0
HIST2H2AA3,0,0,0,0,0,0
HIST2H3C,0,0,0,0,0,0
HIST2H4A,0,0,0,0,0,0
HIST2H3D,0,0,0,0,0,0
LOC107985202,224,0,208,16,0,0
HIST2H2BF,0,14,7,0,0,14
FCGR1A,106,0,0,49,20,252
TRN-GTT8-1,0,0,0,0,0,0
LOC105371406,0,0,0,0,0,0
LOC102723955,0,0,0,0,0,210
TRV-CAC5-1,0,0,0,0,0,115
TRNAV-CAC,0,0,0,0,0,0
FAM231D,0,0,0,0,0,0
TRN-GTT11-2,0,0,0,0,0,0
LINC00869,21,0,233,91,72,213
PPIAL4C,0,0,0,0,0,0
TRNAN-GUU,0,0,0,0,0,0
NBPF19,0,90,107,23,167,3
LOC107985526,0,0,0,0,16,0
LOC100996717,0,1,1,0,5,0
LOC105371403,0,0,0,11,0,0
LOC653513,159,6,14,366,196,149
LOC100996716,20,0,0,11,4,0
LOC102723348,0,0,0,0,0,0
LOC101929790,0,0,0,0,0,0
LOC101060398,24,0,1,33,0,370
NBPF9,23,88,19,22,16,190
PDE4DIP,388,273,814,1084,714,987
LOC100996517,0,0,0,0,0,0
NUDT4P1,1,0,0,0,0,0
LOC105371222,0,0,0,0,0,0
LOC105371223,0,0,0,0,0,0
LOC100996763,0,0,1,53,28,111
NBPF14,54,289,51,61,523,10
TRN-GTT7-1,0,0,0,0,0,0
PPIAL4G,0,0,0,0,0,0
LOC105371224,3,1,1,113,197,32
LINC01138,8,0,1,78,11,22
LOC107985525,0,0,0,0,0,0
RNVU1-3,0,0,0,0,0,8
LOC100132057,0,0,0,0,0,0
MIR6077,0,0,0,0,0,0
RNVU1-1,0,0,0,17,3,20
MIR5087,0,0,0,0,0,0
LOC107985592,0,0,0,0,0,0
TRQ-CTG7-1,0,0,0,0,0,0
TRH-GTG1-4,0,0,0,0,0,0
LOC105371225,0,0,0,0,0,0
TRH-GTG1-3,0,0,0,0,0,0
LOC284561,0,0,0,7,0,0
LOC105371226,0,0,0,0,0,0
TRQ-CTG4-1,0,0,0,0,0,0
LOC101927468,0,0,0,0,0,0
LOC100505824,0,0,0,0,0,0
LOC105371227,0,0,0,15,0,0
NBPF11,188,155,45,16,90,5
TRN-GTT9-2,0,0,0,0,0,0
RNVU1-7,0,0,0,0,0,0
TRQ-CTG3-2,0,0,0,0,0,0
LOC105371228,0,9,0,9,0,0
PDZK1P1,0,0,0,0,0,0
GPR89B,9,10,70,13,0,83
LOC105371229,0,0,0,1,0,0
GJA8,0,0,0,0,0,0
GJA5,189,50,13,15,0,0
LOC105371230,0,0,0,0,0,0
LOC102723321,0,0,0,0,0,0
ACP6,75,0,195,28,74,2
BCL9,249,255,474,291,400,571
LINC00624,0,0,0,6,0,0
FMO5,5,0,4,54,89,104
PDIA3P1,87,83,53,52,50,56
CHD1L,336,294,644,191,179,340
PRKAB2,345,200,640,315,162,163
NBPF13P,0,2,0,0,2,2
RNVU1-8,0,0,0,0,0,0
TRH-GTG1-2,0,0,0,0,0,0
LOC105371231,0,0,0,0,0,0
LOC728989,0,0,0,0,0,0
NBPF12,114,431,200,108,267,464
LOC107985569,0,0,0,0,0,0
HYDIN2,49,0,0,102,72,296
CH17-408M7.1,0,0,0,0,0,0
LOC107985591,0,0,0,0,0,0
LOC105371233,0,0,0,0,0,0
LOC105371235,0,0,0,0,0,0
LOC100996756,0,0,0,0,0,0
LOC105371242,0,0,0,0,0,0
LOC102724364,0,22,0,6,11,0
NUDT4P2,2,1,0,1,3,1
LOC105371249,0,0,0,0,0,0
LOC107985724,0,0,0,0,0,0
LOC105371254,0,0,0,0,0,0
NOTCH2NL,25,2,97,46,204,9
NBPF10,2,282,6,56,228,42
LOC101928979,0,0,1,1,0,0
RNVU1-6,0,0,0,0,0,0
LOC107985594,0,0,0,0,0,0
TRK-CTT2-1,0,0,0,0,0,0
TRH-GTG1-1,0,0,0,0,0,0
TRG-TCC2-1,0,0,0,0,0,0
TRE-CTC1-1,0,0,0,0,0,0
HFE2,0,0,0,12,0,0
TXNIP,1930,1461,4255,350,290,927
ANKRD34A,122,0,120,429,23,6
POLR3GL,333,323,89,216,105,254
LIX1L,582,5,842,291,458,325
LOC105371260,0,0,0,9,0,0
RBM8A,729,167,838,782,628,287
GNRHR2,0,0,0,8,0,0
PEX11B,739,391,488,461,338,517
ITGA10,359,213,868,60,317,3
LOC107985593,0,0,0,0,0,0
ANKRD35,1,4,1,47,84,228
MIR6736,0,0,0,0,0,0
PIAS3,328,82,115,126,174,406
NUDT17,40,27,81,0,3,0
POLR3C,15,43,552,119,108,18
RNF115,371,881,757,408,170,182
CD160,0,0,0,0,0,0
PDZK1,0,0,0,0,0,0
GPR89A,1,11,10,21,11,0
NBPF25P,2,5,2,1,3,1
LOC101060254,0,0,0,9,38,0
TRNAQ-CUG,0,0,0,0,0,0
LOC105371288,0,0,0,0,0,0
LOC105371312,0,0,0,0,73,0
LOC105371303,0,0,0,1,0,0
NBPF20,0,6,0,21,1,0
TRN-GTT2-1,0,0,0,0,0,0
RNVU1-14,0,0,0,0,0,0
PPIAL4D,1,0,0,0,0,0
LOC100996740,0,0,0,0,0,6
LOC103091866,0,0,7,16,1,0
LOC100996741,1,0,0,35,0,31
LOC101929805,0,0,0,0,0,0
LOC105371219,0,0,0,0,0,0
FAM72D,0,0,0,0,0,0
LOC107985595,0,0,0,0,0,0
SRGAP2B,123,2,290,58,15,180
LOC107985528,0,0,0,0,0,0
LOC107985111,0,0,0,0,0,0
LOC105371217,0,0,0,0,0,0
LOC105371216,0,0,0,0,0,0
LOC645166,0,0,0,0,0,1
DRD5P2,0,0,0,0,0,0
LOC101927429,0,0,0,0,0,0
LOC105371215,0,0,0,0,0,0
LOC105371214,0,0,0,0,0,0
LOC101929826,0,0,0,0,0,0
PPIAL4F,0,0,0,0,0,0
TRN-GTT3-2,0,0,0,0,0,0
LOC105379574,0,0,0,0,0,0
LOC105371211,0,0,0,0,0,0
NBPF15,0,127,128,31,93,246
TRN-GTT3-1,0,0,0,0,0,0
RNVU1-15,0,0,0,0,0,0
LOC105373467,0,0,0,0,0,1
PPIAL4E,0,0,0,0,0,0
LOC105371196,0,0,0,0,0,0
CH17-125A10.2,0,0,3,0,0,0
LOC107985527,0,0,0,0,0,0
LOC101060524,0,0,0,0,0,0
LOC100996732,0,0,0,0,0,0
LOC105371206,0,0,0,0,0,0
LOC105371207,0,0,0,0,0,0
LOC107985109,0,0,0,0,0,0
SRGAP2D,127,4,157,2,19,99
FAM72C,0,0,0,0,0,0
LOC105371209,0,0,0,0,0,0
LOC100996713,0,0,0,0,0,0
FCGR1CP,19,0,0,24,0,2
TRN-GTT12-1,0,0,0,0,0,0
LOC199882,0,0,0,0,0,0
TRV-CAC4-1,0,0,0,0,0,0
TRV-CAC8-1,0,0,0,0,0,0
LOC388692,0,0,0,0,0,0
LOC105369140,0,0,0,13,0,0
TRN-GTT6-1,0,0,0,0,0,0
LOC107985108,0,0,0,0,0,0
RNVU1-18,0,0,0,0,0,0
RNVU1-17,0,0,0,0,0,0
TRQ-CTG4-2,0,0,0,0,0,0
LOC101927452,0,0,0,0,0,0
LOC107983967,0,0,0,0,0,0
LOC107985201,0,0,0,0,0,0
LOC107985200,1,0,0,1,0,0
LOC105371175,0,0,0,0,0,0
LOC105371172,0,0,0,0,0,0
LOC107985199,0,0,0,0,0,0
LOC101929814,0,0,0,0,0,0
LOC107985195,0,0,0,0,0,0
EMBP1,1,0,0,0,0,0
LOC105378946,0,0,0,0,0,0
LOC107985194,2,0,24,85,100,0
SRGAP2-AS1,0,0,0,0,0,0
LOC107985193,0,1,0,11,1,7
SRGAP2C,633,343,578,150,117,306
FAM72B,0,0,0,0,2,0
HIST2H2BA,0,0,0,1,0,5
LOC100996318,0,0,0,1,0,0
FCGR1B,0,0,0,31,1,43
TRNAG-CCC,0,0,0,0,0,0
LOC100996721,0,0,0,0,0,0
LOC101929798,0,0,1,0,0,0
LOC105369199,0,0,0,40,0,0
RNVU1-4,0,0,0,0,0,0
LOC100996720,0,0,0,0,0,0
LINC00623,47,0,6,101,41,126
PPIAL4A,0,0,0,1,0,0
RNVU1-19,0,0,0,16,0,0
NBPF26,21,142,185,40,83,77
LOC101929796,14,130,0,37,7,27
LOC105378943,0,0,0,0,0,0
LOC105378944,0,0,0,5,0,0
LOC107985524,0,0,0,0,0,0
LOC100996724,243,194,106,253,304,142
NBPF8,1,140,13,35,14,407
PFN1P2,0,0,0,0,1,0
